camis,dba,boro,street,zipcode,cuisine_description
41267359,MADANGSUI,MANHATTAN,WEST   35 STREET,10001,Korean
50033317,DAI HING RESTAURANT,QUEENS,SUTPHIN BLVD,11435,Chinese
41626630,DL,MANHATTAN,DELANCEY STREET,10002,American
50038460,CLINTON HALL,MANHATTAN,WASHINGTON ST,10006,American
41353290,THANH DA,BROOKLYN,7 AVENUE,11220,Vietnamese/Cambodian/Malaysia
50045953,EAST VILLAGE THIA RESTAURANT,MANHATTAN,E 7TH ST,10003,Thai
40559172,USKUDAR RESTAURANT,MANHATTAN,SECOND AVENUE,10021,Turkish
50051353,SUPER SKYWAY RESTAURANT & KEBAB HOUSE,BROOKLYN,BATH AVE,11214,Pakistani
50056754,YUKKA LATIN BISTRO,BRONX,RIVERDALE AVE,10471,Spanish
50007441,LIMA,BROOKLYN,AVENUE U,11234,Peruvian
50085718,GARAM MASALA,QUEENS,PALMETTO ST,11385,Indian
41633807,MANHATTAN CENTER,MANHATTAN,WEST   34 STREET,10001,American
50083658,NOODLE BOX,QUEENS,BELL BLVD,11361,Asian
50000417,TACOS GRAND CENTRAL,MANHATTAN,3RD AVENUE,10017,Mexican
41387129,B'KLYN'S PIZZA JOINT,BROOKLYN,86 STREET,11228,Pizza/Italian
50049978,TAKE A BREAK & I'LL BAKE CAFE & CREPERIE,BROOKLYN,COURT ST,11231,Caf̩/Coffee/Tea
50000141,BAY BAGELS,BROOKLYN,BAY PARKWAY,11204,American
50058675,DRAGON GARDEN,BRONX,BAINBRIDGE AVE,10467,Chinese
41574702,WENDY'S,BRONX,BOSTON ROAD,10475,American
50060759,MET LIFE TEA BAR,MANHATTAN,PARK AVE,10017,Caf̩/Coffee/Tea
50079609,LA CUCA,QUEENS,43RD AVE,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
41582797,4618 BAKERY,BROOKLYN,8 AVENUE,11220,Bakery
40865946,BLUE FIN,MANHATTAN,BROADWAY,10036,Seafood
41143179,NAGOMI,MANHATTAN,PRINCE STREET,10012,Japanese
50079259,FULLTIME NETCAFE,BROOKLYN,13TH AVE,11228,Caf̩/Coffee/Tea
40854979,HYO DONG GAK,MANHATTAN,WEST   35 STREET,10001,Korean
50087415,POKEGREEN,MANHATTAN,PEARL ST,10005,Hawaiian
41452373,PEACHES HOTHOUSE,BROOKLYN,TOMPKINS AVENUE,11216,Soul Food
50080280,PAN E VINO RESTAURANT BISTRO,BROOKLYN,SMITH ST,11201,American
40893866,DOMINO'S,MANHATTAN,WEST   40 STREET,10018,Pizza
50053228,SUMNER CAFE,BROOKLYN,DECATUR ST,11233,Caf̩/Coffee/Tea
41196536,STARBUCKS,BROOKLYN,CROPSEY AVENUE,11224,Caf̩/Coffee/Tea
50050236,HIGHWAY DELI & COFFEE SHOP,QUEENS,173RD ST,11365,American
50044701,MEME,MANHATTAN,10TH AVE,10036,Mediterranean
41073604,BIG BOOTY BREAD,MANHATTAN,WEST   23 STREET,10011,Bakery
50011479,DUNKIN' DONUTS,STATEN ISLAND,BAY ST,10304,Donuts
41718710,BCD TOFU HOUSE,MANHATTAN,WEST   32 STREET,10001,Korean
50044433,OMAR'S MEDITERRANEAN CUISINE,MANHATTAN,E 55TH ST,10022,Mediterranean
50066347,IZAKAYA IDA,MANHATTAN,W 72ND ST,10023,Japanese
41696881,NUMERO 28 PIZZERIA,MANHATTAN,AMSTERDAM AVENUE,,Pizza/Italian
41665198,BEYOND SUSHI,MANHATTAN,E 14TH ST,,Vegetarian
50011013,MORGENSTERN'S FINEST ICE CREAM,MANHATTAN,BOWERY,10002,Pizza
40533515,DYCKMAN EXPRESS RESTAURANT,MANHATTAN,DYCKMAN STREET,10040,Spanish
41699177,FLETCHER'S,BROOKLYN,3 AVENUE,11215,Barbecue
40826386,SOMBRERO MEXICAN RESTAURANT,MANHATTAN,WEST   48 STREET,10036,Mexican
50034521,KRYSTAL'S PASTRY SHOP,QUEENS,ROOSEVELT AVE,11377,Bakery
41457654,BURGER KING,STATEN ISLAND,RICHMOND AVENUE,10314,Hamburgers
50086072,EATILY FOODS,MANHATTAN,PARK AVE,10065,American
40586239,BROADWAY BAGEL,MANHATTAN,BROADWAY,10025,Bagels/Pretzels
50047617,TOAST & ROAST,QUEENS,BROADWAY,11106,American
41640927,WOODROWS,MANHATTAN,MURRAY STREET,10007,American
50002557,SOMM TIME A WINE BAR,MANHATTAN,2ND AVE,10022,American
40564625,WAKAMBA,MANHATTAN,8 AVENUE,10018,American
50087516,NEW VILLAGE BAKERY,QUEENS,NORTHERN BLVD,11358,Bakery
50001905,TREAT HOUSE,MANHATTAN,AMSTERDAM AVE,10024,American
50047472,FUMO RESTAURANT,MANHATTAN,AMSTERDAM AVE,10031,Italian
41579022,BIRRERIA (EATALY),MANHATTAN,5 AVENUE,10010,Italian
41491097,SUBWAY,MANHATTAN,3 AVENUE,10017,Sandwiches
50018536,HO MAY NY,BROOKLYN,KINGSLAND AVE,11211,Chinese
50017751,HEALTHY ME ORGANIC JUICE LAB,QUEENS,37TH ST,11103,"Juice, Smoothies, Fruit Salads"
41408277,NOBI SUSHI,MANHATTAN,3 AVENUE,10016,Japanese
50039443,MOTIN SPICE AND SWEETS,BROOKLYN,LIBERTY AVE,11208,Bangladeshi
50057181,FAMOUS ORIGINAL RAY'S PIZZA,MANHATTAN,COLUMBUS AVE,10024,Pizza/Italian
50039977,KINGS WOK,QUEENS,30TH AVE,11377,Chinese
50032966,DUNKIN' DONUTS/HUDSON NEWS,MANHATTAN,8TH AVE,10018,Donuts
50075336,DAVID'S BRISKET HOUSE,BROOKLYN,NOSTRAND AVE,11216,American
40821115,STARBUCKS,MANHATTAN,BROADWAY,10006,Caf̩/Coffee/Tea
40781213,CARIDAD,BRONX,WILLIAMSBRIDGE ROAD,10461,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
41576490,SILO CAFE,MANHATTAN,EAST   32 STREET,10016,American
41020745,MARGARITA SALOON,MANHATTAN,8 AVENUE,10036,Mexican
40786218,MCDONALD'S,QUEENS,20 AVENUE,11356,Hamburgers
41354676,ALI BABA'S TERRACE,MANHATTAN,2 AVENUE,10017,Turkish
50013202,COSINITA,BRONX,ASTOR AVE,10467,Mexican
50011386,KOBEYAKI,MANHATTAN,E 86TH ST,10028,Japanese
50081533,MELODY LANES,BROOKLYN,37TH ST,11232,Hotdogs/Pretzels
50010420,PEKING HOUSE,BRONX,E TREMONT AVE,10461,Chinese
50067464,BLISS BOWL,MANHATTAN,GREENWICH ST,10007,Asian
41330376,JAKE'S SALOON,MANHATTAN,9 AVENUE,10011,American
40764527,PIZZA PALACE,QUEENS,DITMARS BOULEVARD,11105,Pizza
50085152,JUDY'S,BROOKLYN,5TH AVE,11232,Caf̩/Coffee/Tea
41641614,AROMA ESPRESSO BAR,MANHATTAN,CHURCH STREET,10007,American
41276395,SAM'S PIZZA,BRONX,WEST  231 STREET,10463,Pizza
41583007,LA PEQUENA TASTE OF ITALY PIZZERIA,QUEENS,90 STREET,11372,Pizza/Italian
41505393,LITE DELITE CAFE (EQUINOX),MANHATTAN,BROADWAY,10025,American
50075543,FOO HING KITCHEN,BRONX,3RD AVE,10454,Chinese
50079690,NEW ADVENTURE RESTAURANT,BRONX,W 231ST ST,10463,Spanish
50084381,Yummy Garden,QUEENS,137TH AVE,11434,Chinese
50069925,KHAO NOM,QUEENS,77TH ST,11373,Thai
40792980,CHOCK FULL O' NUTS,BROOKLYN,AVENUE M,11230,Caf̩/Coffee/Tea
41308819,TOKYO BAY JAPANESE RESTAURANT,MANHATTAN,DUANE STREET,10013,Japanese
41668615,FONTANA'S PASTA AND HEROS,BROOKLYN,RALPH AVENUE,11234,Italian
50067105,ATAMI,MANHATTAN,2ND AVE,10065,Japanese
50058275,PASTA WIZ,BROOKLYN,N 1ST ST,11249,Italian
41521360,PARIS BAGUETTE,MANHATTAN,WEST   32 STREET,10001,Bakery
50005384,YUMMY YUMMY,STATEN ISLAND,PORT RICHMOND AVE,10302,Chinese
40661290,AL DI LA,BROOKLYN,5 AVENUE,11215,Italian
50000766,GYRO WORLD,QUEENS,NORTHERN BOULEVARD,11358,Mediterranean
41412075,BURGER ONE NYC,MANHATTAN,LEXINGTON AVENUE,10075,American
40390729,DENNIS' PLACE,BROOKLYN,PITKIN AVENUE,11212,American
50044940,BAGEL BOBS ON YORK,MANHATTAN,YORK AVE,10028,Bagels/Pretzels
50013333,CINNABON,BRONX,BAYCHESTER AVE,10475,Bakery
50011515,SZE'S GARDEN,QUEENS,CYPRESS AVE,11385,Chinese
50002529,LE GRAND COMPTOIR,QUEENS,JFK International Airport,11430,Salads
50019007,ANDY'S CUISINE RESTAURANT,BRONX,WILLIAMSBRIDGE RD,10461,Caribbean
50044549,PANDA HOUSE,BROOKLYN,CONDUIT BLVD,11208,Chinese
50045184,NEW BOK CHOY & ROLL,BROOKLYN,AVENUE N,11234,Asian
50060419,EMBLEM,BROOKLYN,GRAHAM AVE,11206,American
41164822,KARAOKE DUET 35,MANHATTAN,WEST   35 STREET,,Japanese
41715694,DUANE PARK,MANHATTAN,BOWERY,10012,American
50088038,PATISSERIE FOUET,MANHATTAN,E 13TH ST,10003,Japanese
50051778,PRONTITO,QUEENS,FORLEY ST,11373,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
40883049,DUNKIN' DONUTS,STATEN ISLAND,BAY STREET,10305,Donuts
41685002,NEW PUNJAB RESTAURANT & GRILL,BROOKLYN,CONEY ISLAND AVE,11218,Pakistani
50058806,FRESH 2 GO DELI,MANHATTAN,9TH AVE,10036,Delicatessen
41598063,FOREST HILLS BAGELS,QUEENS,QUEENS BOULEVARD,11375,American
40599302,GOLDEN HORSE CHINESE REST,BROOKLYN,NEW LOTS AVE,11208,Chinese
40368763,THE BROOK,MANHATTAN,EAST   54 STREET,10022,American
40575519,MOLYVOS,MANHATTAN,7 AVENUE,10019,Greek
41592302,GEMINIS II RESTAURANT,BROOKLYN,GRAHAM AVENUE,11206,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
41688043,GELSO & GRAND,MANHATTAN,MULBERRY STREET,10013,Italian
50017824,EL KALLEJON BOTANAS,MANHATTAN,E 117TH ST,10035,Mexican
41086102,COURT STREET BAGELS,BROOKLYN,COURT STREET,11201,Bagels/Pretzels
50042800,HIGH STREET ON HUDSON,MANHATTAN,HUDSON ST,10014,American
50047631,SUBWAY,MANHATTAN,BROADWAY,10006,Sandwiches/Salads/Mixed Buffet
50057781,BENS COOKIES,MANHATTAN,BROADWAY,10003,Caf̩/Coffee/Tea
50034508,HONEY BEE'S KITCHEN,BROOKLYN,AVENUE L,11236,African
50069439,PARCEROS BAKERY & COFFEE SHOP,QUEENS,WOODHAVEN BLVD,11374,Bakery
50046737,POLLO CAMPERO,BRONX,WESTCHESTER AVE,10472,Spanish
50071893,JOLLY TINKER,BRONX,WEBSTER AVE,10458,American
50012118,NORIKOH,MANHATTAN,E 39TH ST,10016,Japanese
50067646,BREAD & BUTTER,MANHATTAN,W 56TH ST,10019,Delicatessen
41232890,METROPOLITAN CLUB,MANHATTAN,EAST   60 STREET,10022,Continental
41347614,SHAKE SHACK,MANHATTAN,COLUMBUS AVENUE,10024,Hamburgers
41014851,CATERINA PIZZA,BROOKLYN,FULTON STREET,11208,Pizza
41388854,PUERTO PLATA RESTAURANT,BROOKLYN,FULTON STREET,11208,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50063463,VIVA MEXICO MEXICAN CUISINE,MANHATTAN,SAINT NICHOLAS AVE,10040,Mexican
50002574,CIBO E VINO,MANHATTAN,BROADWAY,10024,Italian
50059563,FULTON ALE HOUSE,BROOKLYN,FULTON ST,11216,"Bottled beverages, including water, sodas, juices, etc."
41395379,STAND 114,QUEENS,126TH & ROOSEVELT AVENUE,,American
40396769,POPEYES LOUISIANA KITCHEN,QUEENS,JAMAICA AVENUE,11428,Chicken
50063522,CECCONI'S,BROOKLYN,WATER ST,11201,Italian
50078622,WOLFNIGHTS,MANHATTAN,BLEECKER ST,10014,Mediterranean
41396670,HIGHLANDERS (STAND 318),BRONX,EAST  161 STREET,10451,American
50083695,FOREVER COFFEE BAR,MANHATTAN,W 181ST ST,10033,Caf̩/Coffee/Tea
50067815,FAR EAST RESTAURANT,BROOKLYN,5TH AVE,11215,Chinese
41271454,KATSUHAMA 47,MANHATTAN,EAST 47 STREET,10017,Japanese
40797031,PICANTERIA EL AUSTRO,QUEENS,83 STREET,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
41459932,FARMERS PIZZA & GRILL,QUEENS,FARMERS BOULEVARD,11412,Pizza
41420128,BROOKLYN BOWL,BROOKLYN,WYTHE AVENUE,11249,American
41312223,FRESH & CO,MANHATTAN,WEST   57 STREET,10019,American
41656235,SUBWAY,STATEN ISLAND,FOREST AVENUE,10303,Sandwiches
50084669,ELEA,MANHATTAN,W 85TH ST,10024,Greek
41713587,SWEET LEAF,QUEENS,CENTER BOULEVARD,11109,Caf̩/Coffee/Tea
41145521,PIZZA BELLA,QUEENS,BROADWAY,11373,Pizza
41277107,PRET A MANGER,MANHATTAN,MADISON AVENUE,10017,Sandwiches
41217325,TACO VELOZ,QUEENS,ROOSEVELT AVENUE,11368,Mexican
41350166,POPEYES LOUISIANA KITCHEN,BRONX,BOSTON ROAD,10469,Chicken
50002732,SHAKE SHACK,QUEENS,international airport,11430,Hamburgers
41077631,ROTI ROLL / SUITE,MANHATTAN,AMSTERDAM AVENUE,10025,Indian
50037985,PICK AND EAT 2,MANHATTAN,BROADWAY,10034,American
50038065,ANTOJITOS MEXICANO,MANHATTAN,W 181ST ST,10033,Spanish
50067382,SUSHI FUSSION,QUEENS,64TH RD,11375,Jewish/Kosher
50047107,BOGART HOUSE,BROOKLYN,TEN EYCK ST    AKA 230 BOGART ST,11206,American
41360872,DUNKIN' DONUTS,STATEN ISLAND,VETERANS ROAD WEST,10309,Caf̩/Coffee/Tea
41484499,FIAT CAFE,MANHATTAN,MOTT STREET,10012,Italian
41637941,KENNEDY CHICKEN &SANDWICHES,BRONX,EAST  167 STREET,10452,Chicken
41632731,SALUD PERFECTA,QUEENS,95TH ST,11372,American
41677328,GREEN LAKE EXPRESS,BROOKLYN,FLATBUSH AVENUE,11226,Chinese
40399569,JUDGE ROY BEAN,MANHATTAN,WEST   56 STREET,10019,American
41629114,YI ZHANG FISHBALL,MANHATTAN,ELDRIDGE STREET,10002,Chinese
50053572,SAMUI,BROOKLYN,VANDERBILT AVE,11205,Thai
50007878,MANDARIN ORIENTAL HOTEL-BANQUET,MANHATTAN,COLUMBUS CIRCLE at 60th street,10023,Other
50076777,NEW KAM LAI,MANHATTAN,AMSTERDAM AVE,10024,Chinese
50063550,THE CAMPBELL,MANHATTAN,VANDERBILT AVE,10017,American
40522190,KINGS CARRIAGE HOUSE,MANHATTAN,EAST   82 STREET,10028,American
40949521,CAFE CENTRO,MANHATTAN,PARK AVENUE,10017,French
41606738,BARKOGI,MANHATTAN,2 AVENUE,10022,Asian
50073540,ENERGY FUEL,BROOKLYN,KINGSTON AVE,11213,American
41466312,TERRI,MANHATTAN,WEST   23 STREET,10010,Vegetarian
50059233,LITTLE ROY COFFEE CO,BROOKLYN,GREENE AVE,11216,Caf̩/Coffee/Tea
40815637,APPLEBEE'S,QUEENS,188 STREET,11365,American
50034177,TIMNA,MANHATTAN,SAINT MARKS PL,10009,Mediterranean
50051608,DUNKIN' DONUTS,BROOKLYN,KINGS PLZ,11234,Donuts
41714966,REX,MANHATTAN,10 AVENUE,10019,Caf̩/Coffee/Tea
40724274,THE WHEELTAPPER,MANHATTAN,EAST   44 STREET,10017,American
50003494,SERBIAN ASSOCIATION,QUEENS,65TH PL,11385,Eastern European
50070895,TAJ KEBAB,BROOKLYN,DITMAS AVE,11218,Asian
41029952,ONE WAY DELI,BROOKLYN,COURT STREET,11242,Delicatessen
50064235,ESPRESSO MATTO,MANHATTAN,W 21ST ST,10011,Caf̩/Coffee/Tea
40730678,MCCAFFREY AND BURKE,QUEENS,31 STREET,11102,American
50060883,CACHAPAS Y MAS EXPRESS,MANHATTAN,DYCKMAN ST,10040,Spanish
50077098,Mr. Chen Restaurant,BROOKLYN,RALPH AVE,11236,Chinese
41195691,F & J PINE RESTAURANT,BRONX,BRONXDALE AVENUE,10462,Italian
41046455,FREEMANS (FREEMANS ALLEY),MANHATTAN,CHRYSTIE STREET,10002,American
50034815,TERIYAKI BURRITO HOUSE,BROOKLYN,DEKALB AVE,11201,Asian
41234610,SLANE,MANHATTAN,3 AVENUE,10016,American
50051825,JAMAICAN BEST,QUEENS,HILLSIDE AVE,11423,Caribbean
41529523,POPEYES LOUISIANA KITCHEN,BROOKLYN,LINDEN BOULEVARD,11203,Chicken
50049611,WICHCRAFT,MANHATTAN,BROADWAY,10007,Sandwiches
41546006,JUNIOR'S TACOS,MANHATTAN,SHERMAN AVENUE,,Mexican
50005527,CHO-KO RESTAURANT,MANHATTAN,1ST AVE,10003,Japanese
50072938,ZONI CAFE,BROOKLYN,OCEAN AVE,11229,American
50065726,LINCOLN FRIED CHICKEN,MANHATTAN,W 125TH ST,10027,Chicken
50038520,NEW FLORENTINA RESTAURANT,BROOKLYN,GRAHAM AVE,11211,Mexican
50075856,GRADE A GRILL & CAFE,QUEENS,JUNCTION BLVD,11369,American
41691644,TAQUERIA EL BUEN GUSTO,BROOKLYN,NEPTUNE AVENUE,11235,Mexican
41607269,THE SOCIAL BUTTERFLY,BROOKLYN,ATLANTIC AVENUE,11238,American
41543866,DALLAS BBQ,QUEENS,JUNCTION BOULEVARD,11374,Barbecue
50086253,LAS PALMAS RESTAURANT,BRONX,W 231ST ST,10463,Other
50016149,SAVORY,MANHATTAN,W 39TH ST,10018,American
41597839,KIDO SUSHI (QUEENS CENTER MALL),QUEENS,QUEENS BOULEVARD,11373,Japanese
41305723,CANNELLE PATISSERIE,BRONX,31 AVENUE,,French
40577676,SARABETH'S KITCHEN,MANHATTAN,MADISON AVENUE,10128,American
50013768,SUBWAY CAFE,MANHATTAN,WEST 42 STREET,10036,Sandwiches
50073378,CAFE PHIL,BROOKLYN,TAAFFE PL,11205,Caf̩/Coffee/Tea
50072770,XOCHITL TAQUERIA,BROOKLYN,FULTON ST,11238,Mexican
50060722,EL MERO MERO,QUEENS,38TH ST,11101,Mexican
41395716,EMPORIO,MANHATTAN,MOTT STREET,10012,Italian
50064374,CERVO'S,MANHATTAN,CANAL ST,10002,Portuguese
40915451,DA NOI RESTAURANT,STATEN ISLAND,VICTORY BOULEVARD,10314,Italian
50088217,CAVA,MANHATTAN,6TH AVE,10010,Mediterranean
50071198,D'FANNY RESTAURANT,BROOKLYN,FULTON ST,11207,Caribbean
50017190,DOUGHNUT PLANT,BROOKLYN,FLATBUSH AVENUE,11217,Caf̩/Coffee/Tea
41242004,THE CUCKOO'S NEST,QUEENS,WOODSIDE AVENUE,11377,American
50006041,BIRDBATH VANDY,MANHATTAN,E 45TH ST,10017,Caf̩/Coffee/Tea
41385282,LALI'S RESTAURANT,MANHATTAN,10 AVENUE,10036,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
41676437,DUNKIN' DONUTS,BROOKLYN,86 STREET,11214,Donuts
50036114,LUCKY STRIKE,MANHATTAN,GRAND ST,10013,American
50067310,THE NOURISH SPOT,QUEENS,GUY R BREWER BLVD,11433,"Juice, Smoothies, Fruit Salads"
41719663,UNCLE BOON'S,MANHATTAN,SPRING STREET,10012,Thai
50044709,SWEETS BAKERY,MANHATTAN,WALKER ST,10013,Bakery
50004221,INSOMNIA COOKIES,MANHATTAN,MACDOUGAL ST,10012,Bakery
41271971,BROOKLYN ICE CREAM FACTORY,BROOKLYN,COMMERCIAL STREET,11222,"Ice Cream, Gelato, Yogurt, Ices"
40580298,HILLSTONE,MANHATTAN,EAST   53 STREET,10022,American
50011835,TUOME,MANHATTAN,E 5TH ST,10009,Asian
41549472,FEI TENG RESTAURANT,MANHATTAN,EAST BROADWAY,10002,Chinese
50044598,GARDEN MARKET,MANHATTAN,PENN PLZ,10121,Hotdogs/Pretzels
41629524,COMMONS CAFE,STATEN ISLAND,TELEPORT DRIVE,10314,American
50017284,SWEETGREEN,BROOKLYN,N 4TH ST,11211,Sandwiches/Salads/Mixed Buffet
41714810,OAXACA TAQUERIA,MANHATTAN,AMSTERDAM AVENUE,10024,Mexican
50064353,BALI KITCHEN,MANHATTAN,E 4TH ST,10003,Indonesian
50085171,BENSONHURST CAFE CORP,BROOKLYN,KINGS HWY,11223,American
50070959,PROGRESO RESTAURANT,BROOKLYN,MARCUS GARVEY BLVD,11206,Spanish
50001702,D'ANGELO'S PIZZA,QUEENS,164 STREET,11432,Pizza
50051298,LEGENDS BAR,BROOKLYN,FLATBUSH AVE,11234,Other
50085732,MADAME VO BBQ,MANHATTAN,2ND AVE,10003,Vietnamese/Cambodian/Malaysia
40374136,TONY'S PIER RESTAURANT,BRONX,CITY ISLAND AVE,10464,Seafood
50081066,LA CAFETERIA,QUEENS,31ST AVE,11369,Spanish
41648237,GONZALEZ Y GONZALEZ,MANHATTAN,MERCER STREET,10012,Mexican
41080095,KIDVILLE CAFE,MANHATTAN,EAST   84 STREET,10028,Sandwiches
50070649,O! NIGIRI! THE RICEBALL FACTORY,MANHATTAN,SAINT MARKS PL,10009,Asian
41472439,SAINT ANSELM,BROOKLYN,METROPOLITAN AVENUE,11211,American
50074348,STARBUCKS COFFEE #50622,BROOKLYN,BROADWAY,11206,Caf̩/Coffee/Tea
50077173,ULTRA SPICY HOUSE,QUEENS,KISSENA BLVD,11355,Chinese
41466245,ATLIXCO BAKERY & DELI,STATEN ISLAND,ST PAULS AVE,,Mexican
41301628,PETE'S  DINER & GRILL,QUEENS,QUEENS BOULEVARD,11104,American
40619544,CAFETERIA,MANHATTAN,7 AVENUE,10011,American
50061452,BOIL BOIL RAMEN,BROOKLYN,36TH ST,11232,Japanese
41435246,LE PAIN QUOTIDIEN,MANHATTAN,2 AVENUE,10022,French
41235694,STATEN ISLAND DINER,STATEN ISLAND,VICTORY BOULEVARD,10314,American
41353929,PIZZARAMA,QUEENS,FRANCIS LEWIS BOULEVARD,11358,Pizza
50000989,ESTELA,MANHATTAN,E HOUSTON STREET,10012,American
50016504,Bonmi,MANHATTAN,W 62ND ST,10023,Sandwiches/Salads/Mixed Buffet
50017242,STARBUCKS,BROOKLYN,SHORE PKWY SOUTH,11214,Caf̩/Coffee/Tea
50014190,BABA'S PIEROGIES,BROOKLYN,3RD AVE,11215,Eastern European
41547909,OISHII SUSHI JAPAN`,QUEENS,DITMARS BOULEVARD,11105,Japanese
41094023,BETTY'S CATERING,QUEENS,CORONA AVENUE,11373,American
41618586,RICHMOND COUNTY YACHT CLUB,STATEN ISLAND,MANSION AVENUE,10308,American
50051455,TIME TEQUILA BAR CAFE,QUEENS,SENECA AVE,11385,Mexican
40734447,RHYTHM & BOOZE,BROOKLYN,10 AVENUE,11215,American
50090894,,QUEENS,21ST ST,11101,Other
50003701,MILLER'S ALE HOUSE,STATEN ISLAND,RICHMOND AVENUE,10314,American
50075064,YOON HAEUNDAE GALBI,MANHATTAN,W 36TH ST,10018,Korean
50068168,BROOKVILLE BAR & RESTAURANT,QUEENS,ROCKAWAY BLVD,11422,American
50067756,KING WOK,BRONX,E KINGSBRIDGE RD,10468,Chinese
50042734,ETIHAD-JFK,QUEENS,JFK International Airport,11430,Middle Eastern
50058680,CITY OWLETS,QUEENS,JACKSON AVE,11101,Caf̩/Coffee/Tea
40564701,DOMINO'S,MANHATTAN,1ST AVE,10022,Pizza
50004327,KFC,BROOKLYN,UTICA AVE,11203,American
50054504,SHAKE SHACK FOREST HILLS QUEENS,QUEENS,AUSTIN ST,11375,American
41652054,MEI CHUNG  MEI RESTAURANT,BRONX,WEST  231 STREET,10463,Chinese
50060617,POQUITO PICANT,BROOKLYN,ATLANTIC AVE,11217,Mexican
50077964,KOPITIAM,MANHATTAN,E BROADWAY,10002,Asian
50081475,TAIM,MANHATTAN,MAIDEN LN,10038,Mediterranean
50000413,UPTOWN BRASSERIE,QUEENS,JFK International Airport,11430,American
41624865,RAMA'S ROTI SHOP,BROOKLYN,CHURCH AVENUE,11226,Caribbean
40945123,FRANK'S PIZZA,BRONX,EAST TREMONT AVENUE,10465,Pizza
50064666,FRYING PAN WHEELHOUSE,BROOKLYN,34TH ST,11232,Seafood
50048317,THE BURRITO SPOT,STATEN ISLAND,VICTORY BLVD,10314,Mexican
50075314,MARIO'S PIZZA,QUEENS,GUY R BREWER BLVD,11434,Pizza
41669940,STARBUCKS,QUEENS,GUY R BREWER BOULEVARD,11433,Caf̩/Coffee/Tea
50001060,TAQUERIA CHILA,QUEENS,ROOSEVELT AVE,11372,Spanish
41557641,LITTLE CHINA CITY,BRONX,EAST FORDHAM ROAD,10458,Chinese
50088705,TEO'S RESTAURANT,QUEENS,CROSSBAY BLVD,11417,Spanish
50049662,NEW CARRIZAL RESTAURANT,BROOKLYN,BROADWAY,11221,Spanish
41636886,KARIZMA LOUNGE,MANHATTAN,E 51ST ST,10022,Middle Eastern
50041177,FIRSTLIVE STUDIO,BROOKLYN,CENTRAL AVE,11221,Caf̩/Coffee/Tea
50046291,BITE,MANHATTAN,W 22ND ST,10010,Mediterranean
50071075,IKINARI STEAK,MANHATTAN,8TH AVE,10011,Japanese
50008904,TITO RADS GRILL,QUEENS,QUEENS BLVD,11377,Filipino
50017850,CHI DUMPLINGS & NOODLES,MANHATTAN,W 58TH ST,10019,Chinese/Japanese
41596222,TACO BELL,QUEENS,NORTHERN BOULEVARD,11377,American
40402893,COLUMBUS CITIZENS FOUNDATION,MANHATTAN,EAST   69 STREET,10021,Italian
50060720,SAKURA 4,QUEENS,MYRTLE AVE,11385,Japanese
41195346,POLASH INDIAN CUISINE RESTAURANT,MANHATTAN,3 AVENUE,10035,Indian
41523650,NEW YORK YACHT CLUB,MANHATTAN,WEST   44 STREET,10036,American
50052376,CAFE VENECIA,BROOKLYN,BATH AVE,11214,Eastern European
50033277,MCDONALD'S,QUEENS,MERRICK BLVD,11422,American
50079705,DIG INN,MANHATTAN,W 67TH ST,10023,American
50045991,SABOR LATINO BAR & GRILL,BRONX,JEROME AVE,10468,Spanish
41352974,SAKURA 6 JAPANESE CUISINE,BROOKLYN,MANHATTAN AVENUE,11222,Japanese
40365387,ARTURO'S,MANHATTAN,WEST HOUSTON STREET,10012,Italian
50072364,CURRY ON PIZZA,QUEENS,JAMAICA,,Pizza
50047799,CHUCK AND BLADE - BUNS BAR,MANHATTAN,8TH AVE,10011,American
50015697,HALE & HEARTY SOUP,MANHATTAN,LEXINGTON AVE,10017,Soups & Sandwiches
50062407,CHEERS CUT,QUEENS,BROADWAY,11373,Asian
40425021,BAGEL BAZAAR,BROOKLYN,86 STREET,11214,Bagels/Pretzels
40400710,IL BUCO RESTAURANT,MANHATTAN,BOND STREET,10012,Italian
50090183,RETRO FITNESS,QUEENS,QUEENS BLVD,11374,Other
40397075,EXCELSIOR CATERING,STATEN ISLAND,HYLAN BOULEVARD,10306,American
40515702,STARBUCKS,MANHATTAN,SPRING STREET,10012,Caf̩/Coffee/Tea
50034452,BONO TRATTORIA,MANHATTAN,BROADWAY,10031,Italian
50037004,NEW THANKS GIVING CHINESE RESTAURANT,BROOKLYN,NOSTRAND AVE,11226,Chinese
50063575,CHINA STAR,MANHATTAN,1ST AVE,10003,Chinese
41600522,LUIGI PIZZERIA & RISTORANTE,MANHATTAN,1 AVENUE,10128,Pizza
41243472,KLIMAT,MANHATTAN,EAST 7 STREET,10003,Polish
41275238,MCDONALD'S,MANHATTAN,3 AVENUE,10016,Hamburgers
